area,precip,temp,cropland,forest,grassland,barren,water,impervious,streamflow
0.7016867361683399,780.8417205931619,6.788281213026494,0.10600068499334156,0.6240776885300874,0.5513063804595731,0.05430326089262963,0.008915940718725325,0.09232164354762062,141.60484664138087
0.5609652008255944,425.10564154945314,3.9836274380795658,0.0355772013310343,0.10833570249378681,0.38772257855162023,0.052392265782691544,0.03799893560353667,0.008630151115357875,96.66508436834363
0.14873855808051303,708.0200975295156,6.652712399605662,0.35658542867749926,0.2605813766596839,0.5260072242468595,0.02941253648605198,0.002988346060737968,0.08770384581293911,86.30222381984429
0.2928660731762648,571.8922151252627,4.837757394649088,0.22908349502831696,0.2936705177882686,0.12545132208615542,0.06410586428828538,0.0264914792496711,0.10697029541479423,74.72678060283347
0.5598153198626824,754.1544762905687,6.320553106721491,0.576825237320736,0.677780468459241,0.4679301687167026,0.09460968107450754,0.04838403492467478,0.12914281367557123,125.29786442155678
0.034879838877823206,303.9859834359959,5.610616583377123,0.05256647891364991,0.078097212058492,0.6038782527437434,0.04539300806354732,0.0043395947082899514,0.04453992247581482,55.43506050404925
0.4715682494221255,481.71656655613333,3.0460301847197115,0.22460548700764774,0.03773788614198565,0.42276882322039455,0.09188198894262314,0.014380135224200785,0.03208134539891034,88.57263537246374
0.8624005782464519,456.99956950265914,8.803503517061472,0.5826745994389056,0.6870171501068398,0.3227482092683204,0.08615284643601627,0.01152350826887414,0.030745475809089838,118.35497451738081
0.2599761669780128,727.9620765009895,3.6781286555342376,0.3131500571966171,0.15327565891202538,0.05733502334915102,0.04015157571993769,0.04101554558146745,0.040770583099219944,88.42102946825027
0.5849982739239931,612.9749179352075,9.980865140911192,0.014537237305194139,0.21258618300780652,0.24051954940659925,0.0787296655587852,0.013431040302384645,0.13668561070226132,92.2869484708925
0.015873924251645802,433.8219534372911,8.270487528294325,0.4960837364662438,0.4889997269026935,0.2086445709806867,0.0568296788726002,0.009617601044010372,0.08106867388123647,54.19508999994654
